title,alternativeTitle,regDate,subjectCategory,person,referenceIdentifier
테이크 오버 존,TAKE OVER ZONE,2019,드라마,"리루 요시나,우치다 치카,카와세 요타",http://file.koreafilm.or.kr/thm/02/00/05/40/TN_DPF019607.jpg
라이프: 언타이틀,LIFE: UNTITLED,2019,드라마,"이토 사이리,츠네마츠 유리,레이코 카타오카",http://file.koreafilm.or.kr/thm/02/00/05/40/TN_DPF019606.jpg
디스코,DISCO,2019,드라마,"조세핀 프리다 패터슨,니콜라이 클레베 브로크,안드레아 베인 호픽",http://file.koreafilm.or.kr/thm/02/00/05/40/TN_DPF019605.jpg
크라이,CRY,2019,드라마,"와타나베 히로부미,히라야마 미사오,히사츠구 리코",http://file.koreafilm.or.kr/thm/02/00/05/40/TN_DPF019604.jpg
처녀의 수첩,A YOUNG GIRL'S MEMORANDUM (CHEONYEO-UI SUCHEOB),2019,코메디,"호리리(은봉(백화점 여직원)),최지숙(이미라(교수비인, 전 미스코리아))",http://file.koreafilm.or.kr/thm/02/00/02/45/TN_DPK008122.jpg
카운트다운,COUNTDOWN,2019,"공포,스릴러","엘리자베스 라일(퀸 해리스),피터 파시넬리(설리번 박사),조던 캘로웨이(맷 먼로)",http://file.koreafilm.or.kr/thm/02/00/05/40/TN_DPF019602.jpg
매리,MARY,2019,"공포,스릴러","게리 올드만(데이비드),에밀리 모티머(사라),마누엘 가르시아 룰포(마이크)",http://file.koreafilm.or.kr/thm/02/00/05/38/TN_DPF019495.jpg
스튜핏 영 하트,STUPID YOUNG HEART,2019,드라마,"예레 리스트세페(레니),로사 혼코넨(키이라),압쉬르 셰이크 누르(압디)",http://file.koreafilm.or.kr/thm/02/00/05/00/TN_DPF016815.jpg
1944: 인간병기,WEREWOLVES OF THE THIRD REICH,2019,"액션,공포","애나벨 란욘(헬가 해머스타인),데렉 넬슨(서전트 펙),데니스 파린(빌리 &apos;더 부처&apos;)",http://file.koreafilm.or.kr/thm/02/00/05/40/TN_DPF019599.jpg
올드 맨 네버 다이,OLD MEN NEVER DIE,2019,"드라마,판타지", ,http://file.koreafilm.or.kr/thm/02/00/05/40/TN_DPF019597.jpg
서머 나이트,SUMMER KNIGHT,2019,드라마,"루디 린,루 후앙",http://file.koreafilm.or.kr/thm/02/00/05/40/TN_DPF019596.jpg
차오그투 위드 사룰라,CHAOGTU WITH SARULA,2019,드라마,"애려아,튤멘,지리무투",http://file.koreafilm.or.kr/thm/02/00/05/40/TN_DPF019595.jpg
온리 더 애니멀즈,ONLY THE ANIMALS,2019,스릴러,"데니스 메노쳇,다미엔 보나드,로르 켈라미",http://file.koreafilm.or.kr/thm/02/00/05/40/TN_DPF019594.jpg
엄마의 남자,(EOMMAUI NAMJA),2019,드라마,"김승현(성식),변서은(하영),한소연(소희)",http://file.koreafilm.or.kr/thm/02/00/05/40/TN_DPK015285.jpg
저스트 6.5,JUST 6.5,2019,"액션,범죄,드라마","페이만 마아디,나비드 모하마드자데,파리나즈 이자디야르",http://file.koreafilm.or.kr/thm/02/00/05/40/TN_DPF019593.jpg
삼총사: 마지막 미션,THE KING'S MUSKETEERS,2019,"액션,어드벤처,코메디,시대극/사극","피에르프란체스코 파비노(달타냥),바레리오 마스탄드레아(포르토스),로코 파팔레오(아토스)",http://file.koreafilm.or.kr/thm/02/00/05/40/TN_DPF019592.jpg
삼촌,THE UNCLE (SAM-CHON),2019,"미스터리,스릴러","정우림(잎새/잎새모),강신효(삼촌),강신철(조강식)",http://file.koreafilm.or.kr/thm/02/00/04/72/TN_DPK013813.jpg
디아스포라의 노래 : 아리랑 로드,(DIASEUPORAUI NORAE : ARIRANG RODEU),2019,"역사,문화","조슬아(월강소녀/열차소녀),김조연(탄광노동자),양방언(본인)",http://file.koreafilm.or.kr/thm/02/00/05/40/TN_DPA001029.jpg
기억할 만한 지나침,EPHEMERALS TO REMEMBER (GI-EOK-HAL MAN-HAN JI-NA-CHIM),2019,드라마,"이헌주(김. 김인영),몽돌(흰돌),효리(염소)",http://file.koreafilm.or.kr/thm/02/00/04/67/TN_DPK013504.jpg
우리를 갈라놓는 것들,THINGS THAT DO US PART (WOO-RI-REUL GAL-LA-NON-NEUN GEOT-DEUL),2019,"인물,인권,역사","정정화,김동일,고계연",http://file.koreafilm.or.kr/thm/02/00/05/40/TN_DPA001028.jpg
프란치스코 교황: 맨 오브 히스 워드,POPE FRANCIS: A MAN OF HIS WORD,2019,"전기,인물",프란치스코 교황(본인),http://file.koreafilm.or.kr/thm/02/00/05/36/TN_DPB000875.jpg
"미안해요, 리키",SORRY WE MISSED YOU,2019,드라마,"크리스 히친(리키 터너),데비 허니우드(애비 터너),리스 스톤(세바스찬 &apos;세브&apos; 터너)",http://file.koreafilm.or.kr/thm/02/00/05/40/TN_DPF019590.jpg
엉클,UNCLE,2019,드라마,"예테 쇤데르고르,페테르 한센 티겐센,올레 카스페르센",http://file.koreafilm.or.kr/thm/02/00/05/40/TN_DPF019587.jpg
백두산,ASHFALL (BAEK-DU-SAN),2019,"액션,드라마,어드벤처","이병헌(리준평),하정우(조인창),마동석(강봉래)",http://file.koreafilm.or.kr/thm/02/00/05/38/TN_DPK015225.jpg
와일드라이프,WILDLIFE,2019,드라마,"캐리 멀리건(지넷 브린슨),제이크 질렌할(제리 브린슨),에드 옥센벌드(조 브린슨)",http://file.koreafilm.or.kr/thm/02/00/05/42/TN_DPF019695.jpg
타발루가와 얼음공주,TABALUGA,2019,"어드벤처,코메디,가족","김혜성(타발루가 한국어 목소리),강은애(릴리 한국어 목소리),임채헌(악토스 한국어 목소리)",http://file.koreafilm.or.kr/thm/02/00/05/31/TN_DPF019058.jpg
월성,(WOLSEONG),2019,"자연ㆍ환경,지역","황분희,김바윤(재연성우),김동규(재연성우)",http://file.koreafilm.or.kr/thm/02/00/05/40/TN_DPA001024.jpg
천문: 하늘에 묻는다,FORBIDDEN DREAM (CHEONMUN: HANEURE MUNNEUNDA),2019,시대극/사극,"최민식(장영실),한석규(세종),신구(황희(영의정))",http://file.koreafilm.or.kr/thm/02/00/05/43/TN_DPK015334.jpg
아내를 죽였다,KILLED MY WIFE (AH-NAE-REUL JU-GYEOT-DA),2019,"스릴러,액션","이시언(채정호),안내상(최대연 경위),왕지혜(정미영)",http://file.koreafilm.or.kr/thm/02/00/05/37/TN_DPK015196.jpg
쥬라기 프레데터,JURASSIC PREDATOR,2019,"액션,어드벤처,코메디,공포,SF,스릴러,드라마","리 베인(호킨스),리 마크 존스(랜킨),리처드 디 로버츠(메이저 해리스)",http://file.koreafilm.or.kr/thm/02/00/05/40/TN_DPF019582.jpg
자유결혼,THE LOVE MARRIAGE (JA-YUGYEOLHON),2019,코메디,"최은희(숙히),이민자(문히),조미령(명히)",http://file.koreafilm.or.kr/thm/02/00/00/62/TN_DPK000117.jpg
서울의 휴일,HOLIDAY IN SEOUL (SEO-UL-UI HYU-IL),2019,멜로드라마,"노능걸(송재관),양미희(남희원),임성숙",http://file.koreafilm.or.kr/thm/02/00/00/61/TN_DPK000032.jpg
루프홀,LOOPHOLE,2019,"드라마,판타지,SF","클로이 루카시아크(렉시 스미스),데븐 브롬(라일리),가브리엘 발라다레스(에마)",http://file.koreafilm.or.kr/thm/02/00/05/40/TN_DPF019572.jpg
주검의 상자,THE BOXES OF DEATH (JUGEOM-UI SANGJA),2019,"드라마,반공/분단","최무룡,강효실,노능걸",http://file.koreafilm.or.kr/thm/02/00/05/40/TN_DPK015272.jpg
푸른언덕,THE BLUE HILL (PULEUN EONDEOG),2019,뮤지컬,"현인,김은희,서월영",http://file.koreafilm.or.kr/thm/02/00/05/40/TN_DPK015271.jpg
천하비급,SOUL RETURNING SAND,2019,"무협,액션","이해명,유정,이광빈",http://file.koreafilm.or.kr/thm/02/00/05/40/TN_DPF019571.jpg
로보트 태권브이(디지털복원판),ROBOT TAEKWON V,2019,"액션,SF,가족","김보미(성우),김보영(성우),김영찬(성우)",http://file.koreafilm.or.kr/thm/02/00/00/90/TN_DPK002669.jpg
"베를린, 아이 러브 유","BERLIN, I LOVE YOU",2019,"드라마,멜로/로맨스","키이라 나이틀리(제인),헬렌 미렌(마가렛),미키 루크(짐)",http://file.koreafilm.or.kr/thm/02/00/05/40/TN_DPF019570.jpg
미래에게 생긴 일,WHAT HAPPENED TO MIRAE (MIRAEEGE SAENGGIN IL),2019,멜로/로맨스,"강인(동준),한이수(미래),나비(현주)",http://file.koreafilm.or.kr/thm/02/00/05/40/TN_DPK015270.jpg
오피셜 시크릿,OFFICIAL SECRETS,2019,"드라마,스릴러","키이라 나이틀리(캐서린 건),랄프 파인즈(벤 에머슨),맷 스미스(마틴 브라이트)",http://file.koreafilm.or.kr/thm/02/00/05/38/TN_DPF019502.jpg
공기인형,AIR DOLL,2019,"멜로/로맨스,판타지","배두나(노조미),아라타(준이치),이타오 이츠지(히데오)",http://file.koreafilm.or.kr/thm/02/00/05/40/TN_DPF019567.jpg
장한몽,ETERNAL LOVE OF SU-IL AND SUN-AE (JANGHANMONG),2019,"멜로/로맨스,신파,연쇄극","이기세,마호정,이응수",http://file.koreafilm.or.kr/thm/02/00/05/40/TN_DPK015268.jpg
쥬만지: 넥스트 레벨,JUMANJI: THE NEXT LEVEL,2019,"액션,어드벤처,판타지","드웨인 존슨(닥터 브레이브스톤),잭 블랙(셸리 오베론),카렌 길리안(루비 라운드하우스)",http://file.koreafilm.or.kr/thm/02/00/05/40/TN_DPF019562.jpg
주선,JADE DYNASTY,2019,"멜로/로맨스,판타지,시대극/사극,무협","초전,리친,맹미기",http://file.koreafilm.or.kr/thm/02/00/05/40/TN_DPF019558.jpg
영화로운 나날,FLIM ADVENTURE (YEONG-HWA-RO-UN NA-NAL),2019,"드라마,멜로/로맨스,가족,판타지","조현철(영화),김아현(아현),전석호(석호)",http://file.koreafilm.or.kr/thm/02/00/05/39/TN_DPK015261.jpg
나이브스 아웃,KNIVES OUT,2019,"미스터리,스릴러,코메디,범죄","다니엘 크레이그(베노잇 블랑),크리스 에반스(랜섬),아나 디 아르마스(마르타)",http://file.koreafilm.or.kr/thm/02/00/05/34/TN_DPF019266.jpg
삽질,RIVERCIDE: THE SECRET SIX (SAP-JIL),2019,"사회,자연ㆍ환경","이명박,이재오,김무성",http://file.koreafilm.or.kr/thm/02/00/05/39/TN_DPA001022.jpg
너의 여자친구,MY BOSSY GIRL (NEO-EUI YEO-JA-CHIN-GU),2019,"코메디,멜로/로맨스,드라마","이엘리야(혜진),지일주(휘소),허정민(용태)",http://file.koreafilm.or.kr/thm/02/00/05/39/TN_DPK015254.jpg
이정표,THE MILESTONE ( IJEONGPYO ),2019,"액션,시대극/사극,활극","박노식(이진오),김혜정(송난),장동휘(김억조)",http://file.koreafilm.or.kr/thm/02/00/05/39/TN_DPK015253.jpg
아이 엠 브리딩,I AM BREATHING,2019,인물,"닐 플랫(본인),루이즈 플랫(본인),오스카 플랫(본인)",http://file.koreafilm.or.kr/thm/02/00/05/39/TN_DPB000911.jpg
AT ETERNITY'S GATE,AT ETERNITY'S GATE,2019,"드라마,전기","윌렘 데포(빈센트 반 고흐),오스카 아이삭(폴 고갱),매즈 미켈슨(사제)",http://file.koreafilm.or.kr/thm/02/00/05/41/TN_DPF019631.jpg
별만이 아는 비밀,THE SECRET (BYEOLMAN-I ANEUN BIMIL),2019,"드라마,신파","주증녀,장동휘,도금봉",http://file.koreafilm.or.kr/thm/02/00/05/39/TN_DPK015252.jpg
빗속에 지다,FADING IN THE RAIN ( BISOK-E JIDA ),2019,"갱스터,범죄,멜로/로맨스","신영균(권혁),이빈화(미애),허장강(삼룡)",http://file.koreafilm.or.kr/thm/02/00/02/27/TN_DPK007027.JPG
여사장,A FEMALE BOSS (YEOSAJANG),2019,코메디,"조미령(요안나(사장)),이수련(김용호(사원)),윤인자(미쓰 임(편집국장))",http://file.koreafilm.or.kr/thm/02/00/05/39/TN_DPK015250.jpg
대가리2-학교무림,(DAEGARI2-HAKGYOMURIM),2019,액션,"서세명,남승민,이윤우",http://file.koreafilm.or.kr/thm/02/00/05/39/TN_DPK015249.jpg
THE TRAITOR,THE TRAITOR,2019,"범죄,드라마","피에르프란체스코 파비노(토마소),아레시오 프레티코(스카르푸체다),루이지 로 카시오(토투초)",http://file.koreafilm.or.kr/thm/02/00/05/39/TN_DPF019553.jpg
라 파미에,LOLA & HER BROTHERS,2019,"드라마,코메디","루드빈 사니에르(롤라 에스나드),호세 가르시아(피에르 에스나드),장-폴 루브(브누아 에스나르)",http://file.koreafilm.or.kr/thm/02/00/05/39/TN_DPF019551.jpg
다운튼 애비,DOWNTON ABBEY,2019,드라마,"휴 보네빌(로버트 크롤리),짐 카터(찰스 카슨),미쉘 독커리(메리 크롤리)",http://file.koreafilm.or.kr/thm/02/00/05/39/TN_DPF019549.jpg
캣츠,CATS,2019,"뮤지컬,드라마","제니퍼 허드슨(그리자벨라),테일러 스위프트(봄발루리나),이드리스 엘바(매캐비티)",http://file.koreafilm.or.kr/thm/02/00/05/29/TN_DPF018965.jpg
항해의 시대,AGE OF SAIL,2019,어드벤처,이안 맥세인(윌리암 에이버리 목소리),http://file.koreafilm.or.kr/thm/02/00/05/39/TN_DPF019544.jpg
메모러블,MEMORABLE,2019, , ,http://file.koreafilm.or.kr/thm/02/00/05/39/TN_DPF019543.jpg
아빠와 딸,DAUGHTER,2019,"가족,드라마", ,http://file.koreafilm.or.kr/thm/02/00/05/39/TN_DPF019542.jpg
미스터 메어,MR. MARE,2019,드라마, ,http://file.koreafilm.or.kr/thm/02/00/05/39/TN_DPF019541.jpg
움직임의 사전,MOVEMENTS (UM-JIK-IM-UI SA-JEON),2019,코메디, ,http://file.koreafilm.or.kr/thm/02/00/05/39/TN_DPK015248.jpg
산성비,ACID RAIN,2019,드라마, ,http://file.koreafilm.or.kr/thm/02/00/05/39/TN_DPF019540.jpg
프린세스 아야,PRINCESS AYA (PEU-RIN-SE-SEU AH-YA),2019,"드라마,멜로/로맨스,판타지","백아연(아야),진영(바리)",http://file.koreafilm.or.kr/thm/02/00/05/39/TN_DPK015247.jpg
THE WOODEN DOLL,THE WOODEN DOLL,2019,드라마, ,http://file.koreafilm.or.kr/thm/02/00/05/39/TN_DPB000910.jpg
달마신공,THE DIVINE MARTIAL ARTS OF DHARMA (DALMASINGONG),2019,활극,"장일도,임은주,금강",http://file.koreafilm.or.kr/thm/02/00/02/50/TN_DPK008466.jpg
호흡,CLEAN UP (HO-HEUP),2019,"가족,범죄,드라마","윤지혜(정주),김대건(민구),김수현(태규)",http://file.koreafilm.or.kr/thm/02/00/05/39/TN_DPK015246.jpg
싸움의 기술,(SSAUMUI GISUL),2019,액션,"윤경호,사우,류권하",http://file.koreafilm.or.kr/thm/02/00/05/39/TN_DPK015245.jpg
드래곤 빌리지,FAMILY OF MISCHIEF,2019,"판타지,코메디","박상우,서반석,석승훈",http://file.koreafilm.or.kr/thm/02/00/05/39/TN_DPF019539.jpg
살인자의 스토커,MAY GOD SAVE US,2019,"범죄,스릴러","안토니오 드 라 토레(벨라르데),로베르토 알라모(알파로),모니카 로페즈",http://file.koreafilm.or.kr/thm/02/00/05/39/TN_DPF019538.jpg
산타 앤 컴퍼니,CHRISTMAS & CO,2019,"코메디,가족,판타지","알랭 샤바(산타 클로스),오드리 토투(완다 클로스),골쉬프테 파라하니(아멜리)",http://file.koreafilm.or.kr/thm/02/00/05/39/TN_DPF019537.jpg
홀쭉이 뚱뚱이 논산 훈련소에 가다,A DRY-BONES AND A FATTY GO TO THE NONSAN TRAINING STATION (HOLJJUK-I TTUNGTTUNG-I NONSAN HUNLYEONSO-E GADA),2019,코메디,"양석천(훈련병 홀쭉이),양훈(훈련병 뚱뚱이),조미령(홀쭉이의 애인 은주)",http://file.koreafilm.or.kr/thm/02/00/05/39/TN_DPK015243.jpg
아직 사랑하고 있습니까?,HOW TO LIVE IN THIS WORLD (AJING SARANGHAGO ITSEUMNIKKA?),2019,코메디,"김인권(오영욱),이나라(김연경),서태화(장민식)",http://file.koreafilm.or.kr/thm/02/00/05/39/TN_DPK015241.jpg
홀쭉이 뚱뚱이의 실례했습니다,EXCUSE ME (SILLYEHAESS-SEUBNIDA),2019,"코메디,멜로/로맨스","양훈,양석천,이종철",http://file.koreafilm.or.kr/thm/02/00/05/39/TN_DPK015242.jpg
엘♥디케이 러브 하우스,"L-DK: TWO LOVES, UNDER ONE ROOF",2019,멜로드라마,"카미시라이시 모네(니시모리 아오이),스기노 요스케(쿠가야마 슈세이),요코하마 류세이(쿠가야마 레온)",http://file.koreafilm.or.kr/thm/02/00/05/38/TN_DPF019493.jpg
어메이징 그레이스,AMAZING GRACE,2019,"인물,뮤직","아레타 프랭클린(본인),제임스 클리블랜드(본인)",http://file.koreafilm.or.kr/thm/02/00/05/39/TN_DPB000908.jpg
시빌,SIBYL,2019,"코메디,드라마","버지니아 에피라(시빌),아델 엑사르코풀로스(마르고),가스파드 울리엘(이고르)",http://file.koreafilm.or.kr/thm/02/00/05/38/TN_DPF019490.jpg
눈의 여왕4,THE SNOW QUEEN: MIRRORLANDS,2019,"어드벤처,가족,판타지","양정화(눈의 여왕 한국어 목소리),박지윤(겔다 한국어 목소리),임채헌(헤럴드 한국어 목소리)",http://file.koreafilm.or.kr/thm/02/00/05/42/TN_DPF019748.jpg
10년,TEN YEARS JAPAN,2019,드라마,"카와구치 사토루(이타미 노리스케),쿠니무라 준(시게다),스기사키 하나(스즈하라 마이카)",http://file.koreafilm.or.kr/thm/02/00/05/41/TN_DPF019622.jpg
라스트 씬,LAST SCENE (RA-SEU-TEU SSIN),2019,"드라마,지역,문화","정진아,김형운,성호준",http://file.koreafilm.or.kr/thm/02/00/05/38/TN_DPA001018.jpg
샐린저,SALINGER,2019,인물,"필립 세이모어 호프만(본인),에드워드 노튼(본인),존 쿠삭(본인)",http://file.koreafilm.or.kr/thm/02/00/05/36/TN_DPB000871.jpg
벌룬,BALLOON,2019,"스릴러,드라마","프리드리히 머크(피터 스트렐지크),카롤리네 슈허(도리스 스트렐지크),데이빗 크로스(귄터 베첼)",http://file.koreafilm.or.kr/thm/02/00/05/39/TN_DPF019529.jpg
이태원,ITAEWON (I-TAE-WON),2019,"지역,인물","나키(본인),삼숙(본인),영화(본인)",http://file.koreafilm.or.kr/thm/02/00/05/38/TN_DPA001015.jpg
파비안느에 관한 진실,THE TRUTH,2019,드라마,"까뜨린느 드뇌브(파비안느),줄리엣 비노쉬(뤼미르),에단 호크(행크)",http://file.koreafilm.or.kr/thm/02/00/05/39/TN_DPF019528.jpg
디에고,DIEGO MARADONA,2019,"인물,스포츠","디에고 마라도나(본인),펠레(본인),클라우디아 빌라파네(본인)",http://file.koreafilm.or.kr/thm/02/00/05/38/TN_DPB000899.jpg
그날은 오리라,OUR TIME WILL COME,2019,드라마,"주신,펑위옌,곽건화",http://file.koreafilm.or.kr/thm/02/00/05/39/TN_DPF019524.jpg
샤이니 슈림프,THE SHINY SHRIMPS,2019,코메디,"니콜라스 곱(마티아스 르 고프),알반 레누아(장),마이클 아비테보울(세드릭)",http://file.koreafilm.or.kr/thm/02/00/05/39/TN_DPF019523.jpg
마더 인 로,MOTHER IN LAW (MA-DEO IN LO),2019,드라마,"손수현(민진),안민영(형숙),엄새라(현서)",http://file.koreafilm.or.kr/thm/02/00/05/39/TN_DPK015236.jpg
유체이탈자,SPIRITWALKER ( YUCHEITALJA ),2019,"판타지,액션","윤계상(강이안),박용우(박실장),임지연(문진아)",http://file.koreafilm.or.kr/thm/02/00/05/39/TN_DPK015235.jpg
원앙선,THE LOVEBIRDS BOAT ( WONANGSEON ),2019,시대극/사극,"신성일,엄앵란,이예춘",http://file.koreafilm.or.kr/thm/02/00/05/39/TN_DPK015234.jpg
무중력,GRAVITY-FREE (MUJUNGNYEOK),2019,드라마, ,http://file.koreafilm.or.kr/thm/02/00/05/39/TN_DPK015232.jpg
본 투 드라이브,BORN2DRIVE,2019,인물,"올리버 솔베르그(본인),페르닐라 솔베르그(본인),페테르 솔베르그(본인)",http://file.koreafilm.or.kr/thm/02/00/05/39/TN_DPB000905.jpg
분노의 전쟁,NO SURRENDER,2019,"액션,범죄,스릴러,전쟁","스콧 앳킨스(더 크레이지 원),아미르 카라라(유세프 엘 마스리),가다 압둘라제크(자우바)",http://file.koreafilm.or.kr/thm/02/00/05/39/TN_DPF019520.jpg
아이리시맨,THE IRISHMAN,2019,"범죄,드라마,스릴러","로버트 드 니로(프랭크 시런),알 파치노(지미 호파),조 페시(러셀 버팔리노)",http://file.koreafilm.or.kr/thm/02/00/05/39/TN_DPF019507.jpg
돈렛고,DON'T LET GO,2019,"판타지,공포,미스터리,스릴러,드라마","데이빗 오예로워(잭 래드클리프),스톰 라이드(애슐리),브라이언 타이리 헨리(래드클리프)",http://file.koreafilm.or.kr/thm/02/00/05/38/TN_DPF019505.jpg
수퍼 소닉,SONIC THE HEDGEHOG,2019,"액션,어드벤처,코메디,가족,판타지,SF","짐 캐리(닥터 아이보 로보트닉),제임스 마스던(톰 워쇼스키),벤 슈와츠(소닉 더 헤지혹  목소리)",http://file.koreafilm.or.kr/thm/02/00/05/38/TN_DPF019500.jpg
6 언더그라운드,6 UNDERGROUND,2019,"액션,어드벤처,스릴러","라이언 레이놀즈(원),멜라니 로랑(투),마누엘 가르시아 룰포(쓰리)",http://file.koreafilm.or.kr/thm/02/00/05/38/TN_DPF019499.jpg
속물들,THE SNOB (SONG-MUL-DEUL),2019,"드라마,범죄","유다인(선우정),심희섭(김형중),송재림(서진호)",http://file.koreafilm.or.kr/thm/02/00/05/37/TN_DPK015195.jpg
스코어 투 셔틀,A SCORE TO SETTLE,2019,"액션,범죄,드라마,스릴러","니콜라스 케이지,벤자민 브랫",http://file.koreafilm.or.kr/thm/02/00/05/38/TN_DPF019498.jpg
